Date,market_value,balance,stock_owned,price,action,amount
2024-12-10 11:45:00,102023.24424511414,102023.24424511414,0,446.3900146484375,buy,0
2024-12-10 12:00:00,102023.24424511414,102023.24424511414,0,446.69000244140625,buy,0
2024-12-10 12:15:00,102023.24424511414,102023.24424511414,0,447.0249938964844,sell,0
2024-12-10 12:30:00,102023.24424511414,102023.24424511414,0,446.4150085449219,buy,0
2024-12-10 12:45:00,102023.24424511414,102023.24424511414,0,445.8599853515625,buy,0
2024-12-10 13:00:00,102023.24424511414,102023.24424511414,0,445.44000244140625,buy,0
2024-12-10 13:15:00,102023.24424511414,102023.24424511414,0,446.0,buy,0
2024-12-10 13:30:00,102023.24424511414,102023.24424511414,0,445.2900085449219,buy,0
2024-12-10 13:45:00,102023.24424511414,102023.24424511414,0,444.643798828125,buy,0
2024-12-10 14:00:00,102023.24424511414,102023.24424511414,0,444.1700134277344,sell,0
2024-12-10 14:15:00,102023.24424511414,102023.24424511414,0,443.9200134277344,buy,0
2024-12-10 14:30:00,102023.24424511414,102023.24424511414,0,442.2799987792969,sell,0
2024-12-10 14:45:00,102023.24424511414,102023.24424511414,0,442.44500732421875,sell,0
2024-12-10 15:00:00,102023.24424511414,102023.24424511414,0,441.8450012207031,buy,0
2024-12-10 15:15:00,102023.24424511414,102023.24424511414,0,441.8900146484375,buy,0
2024-12-10 15:30:00,102023.24424511414,102023.24424511414,0,443.08709716796875,buy,0
2024-12-10 15:45:00,102023.24424511414,102023.24424511414,0,443.489990234375,buy,0
2024-12-11 09:30:00,102023.24424511414,102023.24424511414,0,445.01971435546875,sell,0
2024-12-11 09:45:00,102023.24424511414,102023.24424511414,0,446.135009765625,buy,0
2024-12-11 10:00:00,102023.24424511414,102023.24424511414,0,448.3388977050781,sell,0
2024-12-11 10:15:00,102023.24424511414,102023.24424511414,0,447.5299987792969,buy,0
2024-12-11 10:30:00,102023.24424511414,102023.24424511414,0,449.1499938964844,sell,0
2024-12-11 10:45:00,101821.98437201844,62359.26415717469,88,448.44000244140625,buy,88
2024-12-11 11:00:00,101950.4555634247,62359.26415717469,88,449.89990234375,buy,0
2024-12-11 11:15:00,101950.46362006532,62359.26415717469,88,449.8999938964844,buy,0
2024-12-11 11:30:00,101911.74340522157,62359.26415717469,88,449.4599914550781,buy,0
2024-12-11 11:45:00,101892.3832977997,62359.26415717469,88,449.239990234375,sell,0
